name,gender,country,disciplines
GUO Shuai,Male,China,['Cycling Track']
LIU Qi,Male,China,['Cycling Track']
LI Zhiwei,Male,China,['Cycling Track']
LIU Jiali,Female,China,['Cycling Track']
Attila MOLNAR,Male,Hungary,['Athletics']
Rita NEMES,Female,Hungary,['Athletics']
Selma DHAOUADI,Female,Tunisia,['Rowing']
Mohamed TAIEB,Male,Tunisia,['Rowing']
Reka GYURATZ,Female,Hungary,['Athletics']
Bat Erdene BYAMBASUREN,Male,Mongolia,['Wrestling']
Davaanasan ENKH AMAR,Female,Mongolia,['Wrestling']
Makanakaishe CHARAMBA,Male,Zimbabwe,['Athletics']
XIONG Shiqi,Female,China,['Athletics']
SHI Yuhao,Male,China,['Athletics']
ZHANG Mingkun,Male,China,['Athletics']
ZHU Yaming,Male,China,['Athletics']
FANG Yaoqing,Male,China,['Athletics']
SU Wen,Male,China,['Athletics']
YAO Jie,Male,China,['Athletics']
HUANG Bokai,Male,China,['Athletics']
ZHONG Tao,Male,China,['Athletics']
WANG Zhen,Male,China,['Athletics']
ZENG Rui,Female,China,['Athletics']
NIU Chunge,Female,China,['Athletics']
Lkhagvagerel MUNKHTUR,Male,Mongolia,['Wrestling']
Mark ROCHE,Male,Ireland,['Rugby Sevens']
Margaret TEMBO,Female,Zambia,['Boxing']
Daniel RABA,Male,Hungary,['Athletics']
Bakhodur USMONOV,Male,Tajikistan,['Boxing']
Ghailene KHATTALI,Male,Tunisia,['Canoe Sprint']
Salim JEMAI,Male,Tunisia,['Canoe Slalom']
SBERTOLI,Male,Italy,['Volleyball']
GIANNELLI,Male,Italy,['Volleyball']
MICHIELETTO,Male,Italy,['Volleyball']
LAVIA,Male,Italy,['Volleyball']
BOVOLENTA,Male,Italy,['Volleyball']
GALASSI,Male,Italy,['Volleyball']
ROMANO,Male,Italy,['Volleyball']
SANGUINETTI,Male,Italy,['Volleyball']
RUSSO,Male,Italy,['Volleyball']
BOTTOLO,Male,Italy,['Volleyball']
BALASO,Male,Italy,['Volleyball']
Damir MARTIN,Male,Croatia,['Rowing']
Valent SINKOVIC,Male,Croatia,['Rowing']
MIURA Ryuji,Male,Japan,['Athletics']
MORIMOTO Mariko,Female,Japan,['Athletics']
OKADA Kumiko,Female,Japan,['Athletics']
MURATAKE Rachid,Male,Japan,['Athletics']
NAKAJIMA Yuki Joseph,Male,Japan,['Athletics']
NISHI Yudai,Male,Japan,['Athletics']
OGAWA Daiki,Male,Japan,['Athletics']
OSAKO Suguru,Male,Japan,['Athletics']
OTA Tomoki,Male,Japan,['Athletics']
SAITO Marina,Female,Japan,['Athletics']
SAKAI Ryuichiro,Male,Japan,['Athletics']
SANI BROWN Abdul Hakim,Male,Japan,['Athletics']
SATO Fuga,Male,Japan,['Athletics']
SATO Kentaro,Male,Japan,['Athletics']
SHINNO Tomohiro,Male,Japan,['Athletics']
SUZUKI Yuka,Female,Japan,['Athletics']
ICHIYAMA Mao,Female,Japan,['Athletics']
Tulga TUMUR OCHIR,Male,Mongolia,['Wrestling']
ORRO,Female,Italy,['Volleyball']
CAMBI,Female,Italy,['Volleyball']
EGONU,Female,Italy,['Volleyball']
ANTROPOVA,Female,Italy,['Volleyball']
SYLLA,Female,Italy,['Volleyball']
BOSETTI,Female,Italy,['Volleyball']
OMORUYI,Female,Italy,['Volleyball']
DANESI,Female,Italy,['Volleyball']
FAHR,Female,Italy,['Volleyball']
LUBIAN,Female,Italy,['Volleyball']
DE GENNARO,Female,Italy,['Volleyball']
SPIRITO,Female,Italy,['Volleyball']
TAKAHASHI Kazuki,Male,Japan,['Athletics']
TAKASHIMA Yuka,Female,Japan,['Athletics']
TAKAYAMA Shunya,Male,Japan,['Athletics']
TANAKA Yumi,Female,Japan,['Athletics']
TANAKA Nozomi,Female,Japan,['Athletics']
TOYODA Ken,Male,Japan,['Athletics']
UEDA Momone,Female,Japan,['Athletics']
UEYAMA Koki,Male,Japan,['Athletics']
UZAWA Towa,Male,Japan,['Athletics']
YAMAMOTO Yuma,Female,Japan,['Athletics']
YANAGITA Hiroki,Male,Japan,['Athletics']
YANAI Ayane,Female,Japan,['Athletics']
YOSHIZU Takuho,Male,Japan,['Athletics']
PORRO L,Male,Italy,['Volleyball']
Marta MENEGATTI,Female,Italy,['Beach Volleyball']
Valentina GOTTARDI,Female,Italy,['Beach Volleyball']
Paolo NICOLAI,Male,Italy,['Beach Volleyball']
Samuele COTTAFAVA,Male,Italy,['Beach Volleyball']
Alex RANGHIERI,Male,Italy,['Beach Volleyball']
Adrian Ignacio CARAMBULA RAURICH,Male,Italy,['Beach Volleyball']
Mart SEIM,Male,Estonia,['Weightlifting']
Eneli JEFIMOVA,Female,Estonia,['Swimming']
Christian OSULLIVAN,Male,Norway,['Handball']
Martin MARKOVIC,Male,Croatia,['Athletics']
Bojana BJELJAC,Female,Croatia,['Athletics']
Sandra ELKASEVIC,Female,Croatia,['Athletics']
Matija GREGURIC,Male,Croatia,['Athletics']
Sara KOLAK,Female,Croatia,['Athletics']
Filip MIHALJEVIC,Male,Croatia,['Athletics']
Matea PARLOV KOSTRO,Female,Croatia,['Athletics']
Marija TOLJ,Female,Croatia,['Athletics']
Yoana ILIEVA,Female,Bulgaria,['Fencing']
Filip PRAVDICA,Male,Croatia,['Athletics']
Fernando DIZ,Male,Uruguay,['Sailing']
Lola MOREIRA,Female,Uruguay,['Sailing']
Kregor ZIRK,Male,Estonia,['Swimming']
Hernan UMPIERRE,Male,Uruguay,['Sailing']
Safiatou ACQUAVIVA,Female,Guinea,['Athletics']
Mykolas ALEKNA,Male,Lithuania,['Athletics']
Martynas ALEKNA,Male,Lithuania,['Athletics']
Nelli DIFFERT,Female,Estonia,['Fencing']
Matteo ZURLONI,Male,Italy,['Sport Climbing']
Beatrice COLLI,Female,Italy,['Sport Climbing']
Laura ROGORA,Female,Italy,['Sport Climbing']
Camilla MORONI,Female,Italy,['Sport Climbing']
Edis MATUSEVICIUS,Male,Lithuania,['Athletics']
Gabija GALVYDYTE,Female,Lithuania,['Athletics']
Andrius GUDZIUS,Male,Lithuania,['Athletics']
Ieva GUMBS,Female,Lithuania,['Athletics']
Liveta JASIUNAITE,Female,Lithuania,['Athletics']
Rene LOPEZ LIZARAZO,Male,Colombia,['Equestrian']
Dovile KILTY,Female,Lithuania,['Athletics']
Modesta Juste MORAUSKAITE,Female,Lithuania,['Athletics']
Airine PALSYTE,Female,Lithuania,['Athletics']
Elisa BALSAMO,Female,Italy,"['Cycling Road', 'Cycling Track']"
Elena CECCHINI,Female,Italy,['Cycling Road']
Vittoria GUAZZINI,Female,Italy,['Cycling Track']
Silvia PERSICO,Female,Italy,['Cycling Road']
Elisa LONGO BORGHINI,Female,Italy,['Cycling Road']
Chiara CONSONNI,Female,Italy,['Cycling Track']
Letizia PATERNOSTER,Female,Italy,['Cycling Track']
Martina FIDANZA,Female,Italy,['Cycling Track']
Diana ZAGAINOVA,Female,Lithuania,['Athletics']
Miriam VECE,Female,Italy,['Cycling Track']
Francesco LAMON,Male,Italy,['Cycling Track']
Simone CONSONNI,Male,Italy,['Cycling Track']
Elia VIVIANI,Male,Italy,"['Cycling Road', 'Cycling Track']"
Filippo GANNA,Male,Italy,"['Cycling Road', 'Cycling Track']"
Manlio MORO,Male,Italy,['Cycling Track']
Jonathan MILAN,Male,Italy,['Cycling Track']
Tommy FLEETWOOD,Male,Great Britain,['Golf']
Sofia RAFFAELI,Female,Italy,['Rhythmic Gymnastics']
Milena BALDASSARRI,Female,Italy,['Rhythmic Gymnastics']
Alessia MAURELLI,Female,Italy,['Rhythmic Gymnastics']
Martina CENTOFANTI,Female,Italy,['Rhythmic Gymnastics']
Agnese DURANTI,Female,Italy,['Rhythmic Gymnastics']
Daniela MOGUREAN,Female,Italy,['Rhythmic Gymnastics']
Laura PARIS,Female,Italy,['Rhythmic Gymnastics']
Gareth FURLONG,Male,Great Britain,['Hockey']
Shantoshi SHRESTHA,Female,Nepal,['Athletics']
Gintare VENCKAUSKAITE,Female,Lithuania,['Modern Pentathlon']
Laura ASADAUSKAITE,Female,Lithuania,['Modern Pentathlon']
Adaejah HODGE,Female,"Virgin Islands, B",['Athletics']
Alice VOLPI,Female,Italy,['Fencing']
Arianna ERRIGO,Female,Italy,['Fencing']
Martina FAVARETTO,Female,Italy,['Fencing']
Francesca PALUMBO,Female,Italy,['Fencing']
Tommaso MARINI,Male,Italy,['Fencing']
Filippo MACCHI,Male,Italy,['Fencing']
Alessio FOCONI,Male,Italy,['Fencing']
Guillaume BIANCHI,Male,Italy,['Fencing']
Davide di VEROLI,Male,Italy,['Fencing']
Federico VISMARA,Male,Italy,['Fencing']
Amber ANNING,Female,Great Britain,['Athletics']
Dina ASHER-SMITH,Female,Great Britain,['Athletics']
Sam ATKIN,Male,Great Britain,['Athletics']
Elizabeth BIRD,Female,Great Britain,['Athletics']
Holly BRADSHAW,Female,Great Britain,['Athletics']
Max BURGIN,Male,Great Britain,['Athletics']
Emile CAIRESS,Male,Great Britain,['Athletics']
Molly CAUDERY,Female,Great Britain,['Athletics']
Alastair CHALMERS,Male,Great Britain,['Athletics']
Lewis DAVEY,Male,Great Britain,['Athletics']
Patrick DEVER,Male,Great Britain,['Athletics']
Charles DOBSON,Male,Great Britain,['Athletics']
Jona EFOLOKO,Male,Great Britain,['Athletics']
Clara EVANS,Female,Great Britain,['Athletics']
Jacob FINCHAM-DUKES,Male,Great Britain,['Athletics']
Elliot GILES,Male,Great Britain,['Athletics']
Neil GOURLEY,Male,Great Britain,['Athletics']
Rose HARVEY,Female,Great Britain,['Athletics']
Alex HAYDOCK-WILSON,Male,Great Britain,['Athletics']
Keely HODGKINSON,Female,Great Britain,['Athletics']
Matthew HUDSON-SMITH,Male,Great Britain,['Athletics']
Zharnel HUGHES,Male,Great Britain,['Athletics']
Amy HUNT,Female,Great Britain,['Athletics']
Yemi Mary JOHN,Female,Great Britain,['Athletics']
Jeremiah AZU,Male,Great Britain,['Athletics']
Josh KERR,Male,Great Britain,['Athletics']
Richard KILTY,Male,Great Britain,['Athletics']
Jessie KNIGHT,Female,Great Britain,['Athletics']
Morgan LAKE,Female,Great Britain,['Athletics']
Imani LANSIQUOT,Female,Great Britain,['Athletics']
Scott LINCOLN,Male,Great Britain,['Athletics']
Eilish McCOLGAN,Female,Great Britain,['Athletics']
George MILLS,Male,Great Britain,['Athletics']
Rio MITCHAM,Male,Great Britain,['Athletics']
Nethaneel MITCHELL-BLAKE,Male,Great Britain,['Athletics']
Laura MUIR,Female,Great Britain,['Athletics']
Daryll NEITA,Female,Great Britain,['Athletics']
Lina NIELSEN,Female,Great Britain,['Athletics']
Laviai NIELSEN,Female,Great Britain,['Athletics']
Jade O'DOWDA,Female,Great Britain,['Athletics']
Victoria OHURUOGU,Female,Great Britain,['Athletics']
Tade OJORA,Male,Great Britain,['Athletics']
Lawrence OKOYE,Male,Great Britain,['Athletics']
Nicholas PERCY,Male,Great Britain,['Athletics']
Aimee PRATT,Female,Great Britain,['Athletics']
Jemma REEKIE,Female,Great Britain,['Athletics']
Ben PATTISON,Male,Great Britain,['Athletics']
Calli HAUGER-THACKERY,Female,Great Britain,['Athletics']
Revee WALCOTT-NOLAN,Female,Great Britain,['Athletics']
Callum WILKINSON,Male,Great Britain,['Athletics']
Jodie WILLIAMS,Female,Great Britain,['Athletics']
Bianca WILLIAMS,Female,Great Britain,['Athletics']
Nicole YEARGIN,Female,Great Britain,['Athletics']
NICKA,Female,Lithuania,['Breaking']
Andrea SANTARELLI,Male,Italy,['Fencing']
Gabriele CIMINI,Male,Italy,['Fencing']
Rossella FIAMINGO,Female,Italy,['Fencing']
Mara NAVARRIA,Female,Italy,['Fencing']
Alberta SANTUCCIO,Female,Italy,['Fencing']
Giulia RIZZI,Female,Italy,['Fencing']
Luigi SAMELE,Male,Italy,['Fencing']
Luca CURATOLI,Male,Italy,['Fencing']
Michele GALLO,Male,Italy,['Fencing']
Pietro TORRE,Male,Italy,['Fencing']
Martina CRISCIO,Female,Italy,['Fencing']
Michela BATTISTON,Female,Italy,['Fencing']
Chiara MORMILE,Female,Italy,['Fencing']
Irene VECCHI,Female,Italy,['Fencing']
Ruben LIMARDO GASCON,Male,Venezuela,['Fencing']
Rytis JASIUNAS,Male,Lithuania,['Sailing']
Viktorija ANDRULYTE,Female,Lithuania,['Sailing']
Grabiel LUGO,Male,Venezuela,['Fencing']
Robert TVOROGAL,Male,Lithuania,['Artistic Gymnastics']
Francisco LIMARDO,Male,Venezuela,['Fencing']
Thomas BRICENO,Male,Chile,['Judo']
Jesus LIMARDO,Male,Venezuela,['Fencing']
Gabija DILYTE,Female,Lithuania,['Wrestling']
Tilly COLLYMORE,Female,Grenada,['Swimming']
Katherine F PAREDES TORRES,Female,Venezuela,['Fencing']
Raiber Jose RODRIGUEZ OROZCO,Male,Venezuela,['Wrestling']
Anthony Jose MONTERO CHIRINOS,Male,Venezuela,['Wrestling']
Betzabeth Angeli. ARGUELLO VILLEGAS,Female,Venezuela,['Wrestling']
Soleymi Antoni. CARABALLO HERNANDEZ,Female,Venezuela,['Wrestling']
Anriquelis BARRIOS,Female,Venezuela,['Judo']
Philippe Abel METELLUS,Male,Haiti,['Judo']
HO Ian Yentou,Male,"Hong Kong, China",['Swimming']
AU Hoi Shun Stephanie,Female,"Hong Kong, China",['Swimming']
CHENG Camille Lily Mei,Female,"Hong Kong, China",['Swimming']
HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",['Swimming']
KAN Cheuk Tung Natalie,Female,"Hong Kong, China",['Swimming']
TAM Hoi Lam,Female,"Hong Kong, China",['Swimming']
CHEUNG Sum Yuet Cindy,Female,"Hong Kong, China",['Swimming']
LEE Cheuk Yiu,Male,"Hong Kong, China",['Badminton']
TANG Chun Man,Male,"Hong Kong, China",['Badminton']
LO Sin Yan Happy,Female,"Hong Kong, China",['Badminton']
TSE Ying Suet,Female,"Hong Kong, China",['Badminton']
YEUNG Nga Ting,Female,"Hong Kong, China",['Badminton']
YEUNG Pui Lam,Female,"Hong Kong, China",['Badminton']
Aron KIFLE,Male,Eritrea,['Athletics']
Aynura PRIMOVA,Female,Turkmenistan,['Swimming']
Giovanni TOTI,Male,Italy,['Badminton']
ANTI,Female,Italy,['Breaking']
Assunta SCUTTO,Female,Italy,['Judo']
Odette GIUFFRIDA,Female,Italy,['Judo']
Veronica TONIOLO,Female,Italy,['Judo']
Alice BELLANDI,Female,Italy,['Judo']
Manuel LOMBARDO,Male,Italy,['Judo']
Christian PARLATI,Male,Italy,['Judo']
Asya TAVANO,Female,Italy,['Judo']
Frank CHAMIZO MARQUEZ,Male,Italy,['Wrestling']
Aurora RUSSO,Female,Italy,['Wrestling']
Andrea CARLINO,Male,Italy,['Judo']
Matteo PIRAS,Male,Italy,['Judo']
Antonio ESPOSITO,Male,Italy,['Judo']
Gennaro PIRELLI,Male,Italy,['Judo']
Savita RUSSO,Female,Italy,['Judo']
Gregorio PALTRINIERI,Male,Italy,"['Marathon Swimming', 'Swimming']"
Domenico ACERENZA,Male,Italy,['Marathon Swimming']
Simona QUADARELLA,Female,Italy,['Swimming']
Nicolo MARTINENGHI,Male,Italy,['Swimming']
Manuel FRIGO,Male,Italy,['Swimming']
Thomas CECCON,Male,Italy,['Swimming']
Alessandro MIRESSI,Male,Italy,['Swimming']
Alberto RAZZETTI,Male,Italy,['Swimming']
Benedetta PILATO,Female,Italy,['Swimming']
Maia BIGINELLI,Female,Italy,['Diving']
Sarah JODOIN di MARIA,Female,Italy,['Diving']
Elena BERTOCCHI,Female,Italy,['Diving']
Chiara PELLACANI,Female,Italy,['Diving']
Lorenzo MARSAGLIA,Male,Italy,['Diving']
Giovanni TOCCI,Male,Italy,['Diving']
Andreas Sargent LARSEN,Male,Italy,['Diving']
Lorenzo BRUNI,Male,Italy,['Water Polo']
Francesco CONDEMI,Male,Italy,['Water Polo']
Marco del LUNGO,Male,Italy,['Water Polo']
Francesco di FULVIO,Male,Italy,['Water Polo']
Edoardo di SOMMA,Male,Italy,['Water Polo']
Gonzalo ECHENIQUE,Male,Italy,['Water Polo']
Andrea FONDELLI,Male,Italy,['Water Polo']
Tommaso GIANAZZA,Male,Italy,['Water Polo']
Matteo IOCCHI GRATTA,Male,Italy,['Water Polo']
Gianmarco NICOSIA,Male,Italy,['Water Polo']
Nicholas PRESCIUTTI,Male,Italy,['Water Polo']
Vincenzo RENZUTO IODICE,Male,Italy,['Water Polo']
Alessandro VELOTTO,Male,Italy,['Water Polo']
Sara FRANCESCHI,Female,Italy,['Swimming']
Lorenzo ZAZZERI,Male,Italy,['Swimming']
Giacomo CARINI,Male,Italy,['Swimming']
Paolo CONTE BONIN,Male,Italy,['Swimming']
Luca de TULLIO,Male,Italy,['Swimming']
Marco de TULLIO,Male,Italy,['Swimming']
Leonardo DEPLANO,Male,Italy,['Swimming']
Matteo LAMBERTI,Male,Italy,['Swimming']
Michele LAMBERTI,Male,Italy,['Swimming']
Filippo MEGLI,Male,Italy,['Swimming']
Alessandro RAGAINI,Male,Italy,['Swimming']
Matteo RESTIVO,Male,Italy,['Swimming']
Ludovico Blu Art VIBERTI,Male,Italy,['Swimming']
Riccardo GIOVANNINI,Male,Italy,['Diving']
Giulia GABBRIELLESCHI,Female,Italy,['Marathon Swimming']
Linda CERRUTI,Female,Italy,['Artistic Swimming']
Francesca ZUNINO,Female,Italy,['Artistic Swimming']
Isotta SPORTELLI,Female,Italy,['Artistic Swimming']
Enrica PICCOLI,Female,Italy,['Artistic Swimming']
Susanna PEDOTTI,Female,Italy,['Artistic Swimming']
Marta IACOACCI,Female,Italy,['Artistic Swimming']
Sofia MASTROIANNI,Female,Italy,['Artistic Swimming']
Giulia VERNICE,Female,Italy,['Artistic Swimming']
Lucrezia RUGGIERO,Female,Italy,['Artistic Swimming']
Lisa ANGIOLINI,Female,Italy,['Swimming']
Costanza COCCONCELLI,Female,Italy,['Swimming']
Giulia D'INNOCENZO,Female,Italy,['Swimming']
Sara CURTIS,Female,Italy,['Swimming']
Sona ARTAMONOVA,Female,Czechia,['Artistic Gymnastics']
David KLAMMERT,Male,Czechia,['Judo']
Lukas KRPALEK,Male,Czechia,['Judo']
Renata ZACHOVA,Female,Czechia,['Judo']
Marek GRYCZ,Male,Czechia,['Modern Pentathlon']
Lucie HLAVACKOVA,Female,Czechia,['Modern Pentathlon']
Veronika NOVOTNA,Female,Czechia,['Modern Pentathlon']
Martin VLACH,Male,Czechia,['Modern Pentathlon']
Francesca FANGIO,Female,Italy,['Swimming']
Emma Virginia MENICUCCI,Female,Italy,['Swimming']
Sofia MORINI,Female,Italy,['Swimming']
Margherita PANZIERA,Female,Italy,['Swimming']
Giulia RAMATELLI,Female,Italy,['Swimming']
Viola SCOTTO di CARLO,Female,Italy,['Swimming']
Chiara TARANTINO,Female,Italy,['Swimming']
Matilde BIAGIOTTI,Female,Italy,['Swimming']
Ginevra TADDEUCCI,Female,Italy,"['Marathon Swimming', 'Swimming']"
Silvia AVEGNO,Female,Italy,['Water Polo']
Caterina BANCHELLI,Female,Italy,['Water Polo']
Roberta BIANCONI,Female,Italy,['Water Polo']
Agnese COCCHIERE,Female,Italy,['Water Polo']
Giuseppina Aurora CONDORELLI,Female,Italy,['Water Polo']
Giuditta GALARDI,Female,Italy,['Water Polo']
Sofia GIUSTINI,Female,Italy,['Water Polo']
Claudia Roberta MARLETTA,Female,Italy,['Water Polo']
Valeria PALMIERI,Female,Italy,['Water Polo']
Domitilla PICOZZI,Female,Italy,['Water Polo']
Chiara TABANI,Female,Italy,['Water Polo']
Giulia VIACAVA,Female,Italy,['Water Polo']
Dafne BETTINI,Female,Italy,['Water Polo']
Adebola ADEYEYE,Female,Nigeria,['Basketball']
Lauren EBO,Female,Nigeria,['Basketball']
Pallas KUNAIYI-AKPANAH,Female,Nigeria,['Basketball']
Kevin MEJIA CASTILLO,Male,Honduras,['Wrestling']
Murjanatu MUSA,Female,Nigeria,['Basketball']
Julimar AVILA MANCIA,Female,Honduras,['Swimming']
Julio HORREGO,Male,Honduras,['Swimming']
Amy OKONKWO,Female,Nigeria,['Basketball']
Yohandri GRANADO,Male,Venezuela,['Taekwondo']
Ifunanya OKORO,Female,Nigeria,['Basketball']
Tomi  TAIWO,Female,Nigeria,['Basketball']
Avell CHITUNDU,Female,Zambia,['Football']
Barbra BANDA,Female,Zambia,['Football']
Grace CHANDA,Female,Zambia,['Football']
Misozi ZULU,Female,Zambia,['Football']
Hellen CHANDA,Female,Zambia,['Football']
Kabange MUPOPO,Female,Zambia,['Football']
Lushomo MWEEMBA,Female,Zambia,['Football']
Martha TEMBO,Female,Zambia,['Football']
Ngambo MUSOLE,Female,Zambia,['Football']
Pauline ZULU,Female,Zambia,['Football']
Racheal KUNDANANJI,Female,Zambia,['Football']
Mia PHIRI,Female,Zambia,['Swimming']
Damien SHAMAMBO,Male,Zambia,['Swimming']
Kemi ADEKOYA,Female,Bahrain,['Athletics']
Winfred YAVI,Female,Bahrain,['Athletics']
Eunice Chebichii CHUMBA,Female,Bahrain,['Athletics']
Rose CHELIMO,Female,Bahrain,['Athletics']
Birhanu BALEW,Male,Bahrain,['Athletics']
Tobi AMUSAN,Female,Nigeria,['Athletics']
Chukwuebuka Cornnell ENEKWECHI,Male,Nigeria,['Athletics']
Chioma ONYEKWERE,Female,Nigeria,['Athletics']
Ruth USORO,Female,Nigeria,['Athletics']
Anthony Sinisuka GINTING,Male,Indonesia,['Badminton']
Kunlavut VITIDSARN,Male,Thailand,['Badminton']
Apriyani RAHAYU,Female,Indonesia,['Badminton']
Supak JOMKOH,Male,Thailand,['Badminton']
Kittinupong KEDREN,Male,Thailand,['Badminton']
Shannon TAN,Female,Singapore,['Golf']
Dechapol PUAVARANUKROH,Male,Thailand,['Badminton']
Fajar ALFIAN,Male,Indonesia,['Badminton']
Gregoria Mariska TUNJUNG,Female,Indonesia,['Badminton']
Aisyah RAFAEE,Female,Singapore,['Rowing']
Jonatan CHRISTIE,Male,Indonesia,['Badminton']
Supanida KATETHONG,Female,Thailand,['Badminton']
Muhammad Rian ARDIANTO,Male,Indonesia,['Badminton']
Pitha Haningtyas MENTARI,Female,Indonesia,['Badminton']
Rinov RIVALDY,Male,Indonesia,['Badminton']
Jongkolphan KITITHARAKUL,Female,Thailand,['Badminton']
Rawinda PRAJONGJAI,Female,Thailand,['Badminton']
Sofia ROMA,Female,Puerto Rico,['Basketball']
Siti Fadia Silva RAMADHANTI,Female,Indonesia,['Badminton']
Sapsiree TAERATTANACHAI,Female,Thailand,['Badminton']
Mariah PEREZ,Female,Puerto Rico,['Basketball']
Ratchanok INTANON,Female,Thailand,['Badminton']
Ali GIBSON,Female,Puerto Rico,['Basketball']
Ese BRUME,Female,Nigeria,['Athletics']
Obiageri Pamela AMAECHI,Female,Nigeria,['Athletics']
Omolara OGUNMAKINJU,Female,Nigeria,['Athletics']
Edose IBADIN,Male,Nigeria,['Athletics']
Ashley ANUMBA,Female,Nigeria,['Athletics']
Christopher ORTIZ,Male,Puerto Rico,['Basketball']
George CONDITT IV,Male,Puerto Rico,['Basketball']
Gian CLAVELL,Male,Puerto Rico,['Basketball']
Stephen THOMPSON JR,Male,Puerto Rico,['Basketball']
Joseph MORRISON,Male,New Zealand,['Hockey']
Jake SMITH,Male,New Zealand,['Hockey']
Simon CHILD,Male,New Zealand,['Hockey']
Dominic DIXON,Male,New Zealand,['Hockey']
Sean FINDLAY,Male,New Zealand,['Hockey']
Charlie MORRISON,Male,New Zealand,['Hockey']
Brad READ,Male,New Zealand,['Hockey']
Leon HAYWARD,Male,New Zealand,['Hockey']
Blair TARRANT,Male,New Zealand,['Hockey']
Simon YORSTON,Male,New Zealand,['Hockey']
Hugo INGLIS,Male,New Zealand,['Hockey']
Malachi BUSCHL,Male,New Zealand,['Hockey']
Sam LANE,Male,New Zealand,['Hockey']
Nic WOODS,Male,New Zealand,['Hockey']
Kane RUSSELL,Male,New Zealand,['Hockey']
Scott BOYDE,Male,New Zealand,['Hockey']
Isaac HOULBROOKE,Male,New Zealand,['Hockey']
Hayden PHILLIPS,Male,New Zealand,['Hockey']
Dane LETT,Male,New Zealand,['Hockey']
Jordan HOWARD,Male,Puerto Rico,['Basketball']
Tremont WATERS,Male,Puerto Rico,['Basketball']
Jose ALVARADO,Male,Puerto Rico,['Basketball']
Ismael ROMERO,Male,Puerto Rico,['Basketball']
Aleem FORD,Male,Puerto Rico,['Basketball']
Nicole van der KAAY,Female,New Zealand,['Triathlon']
Dylan McCULLOUGH,Male,New Zealand,['Triathlon']
Hayden WILDE,Male,New Zealand,['Triathlon']
Ainsley THORPE,Female,New Zealand,['Triathlon']
Davon REED,Male,Puerto Rico,['Basketball']
Chloe DAVID,Female,Vanuatu,['Athletics']
Andrew KNEWSTUBB,Male,New Zealand,['Rugby Sevens']
Stacey WAAKA,Female,New Zealand,['Rugby Sevens']
Alena SAILI,Female,New Zealand,['Rugby Sevens']
Leroy CARTER,Male,New Zealand,['Rugby Sevens']
Risi POURI-LANE,Female,New Zealand,['Rugby Sevens']
Brady RUSH,Male,New Zealand,['Rugby Sevens']
Fehi FINEANGANOFO,Male,New Zealand,['Rugby Sevens']
Manaia NUKU,Female,New Zealand,['Rugby Sevens']
Sarah HIRINI,Female,New Zealand,['Rugby Sevens']
Moses LEO,Male,New Zealand,['Rugby Sevens']
Jazmin FELIX-HOTHAM,Female,New Zealand,['Rugby Sevens']
Michaela BLYDE,Female,New Zealand,['Rugby Sevens']
Regan WARE,Male,New Zealand,['Rugby Sevens']
Tyla KING,Female,New Zealand,['Rugby Sevens']
Portia WOODMAN-WICKLIFFE,Female,New Zealand,['Rugby Sevens']
Theresa SETEFANO,Female,New Zealand,['Rugby Sevens']
Scott CURRY,Male,New Zealand,['Rugby Sevens']
Tone NG SHIU,Male,New Zealand,['Rugby Sevens']
Akuila ROKOLISOA,Male,New Zealand,['Rugby Sevens']
Jorja MILLER,Female,New Zealand,['Rugby Sevens']
Ngarohi McGARVEY-BLACK,Male,New Zealand,['Rugby Sevens']
Dylan COLLIER,Male,New Zealand,['Rugby Sevens']
Joe WEBBER,Male,New Zealand,['Rugby Sevens']
Mahina PAUL,Female,New Zealand,['Rugby Sevens']
Tepaea COOK - SAVAGE,Male,New Zealand,['Rugby Sevens']
James PRESTON,Male,New Zealand,['Athletics']
Tori PEETERS,Female,New Zealand,['Athletics']
Samuel TANNER,Male,New Zealand,['Athletics']
Eliza McCARTNEY,Female,New Zealand,['Athletics']
Jacko GILL,Male,New Zealand,['Athletics']
Lauren BRUCE,Female,New Zealand,['Athletics']
Olivia McTAGGART,Female,New Zealand,['Athletics']
Maddison-Lee WESCHE,Female,New Zealand,['Athletics']
Imogen AYRIS,Female,New Zealand,['Athletics']
Ethan OLIVIER,Male,New Zealand,['Athletics']
Geordie BEAMISH,Male,New Zealand,['Athletics']
Camille FRENCH,Female,New Zealand,['Athletics']
Connor BELL,Male,New Zealand,['Athletics']
Maia RAMSDEN,Female,New Zealand,['Athletics']
Zoe HOBBS,Female,New Zealand,['Athletics']
Tom WALSH,Male,New Zealand,['Athletics']
Hamish KERR,Male,New Zealand,['Athletics']
Muhd Noor Firdaus AR-RASYID,Male,Brunei Darussalam,['Athletics']
WANG Jianan,Male,China,['Athletics']
Erin ROUTLIFFE,Female,New Zealand,['Tennis']
MI Jiujiang,Male,China,['Cycling Mountain Bike']
WU Zhifan,Female,China,['Cycling Mountain Bike']
Leonie BEU,Female,Papua New Guinea,['Athletics']
David LITI,Male,New Zealand,['Weightlifting']
LI Qian,Female,China,['Boxing']
YANG Liu,Female,China,['Boxing']
YANG Wenlu,Female,China,['Boxing']
XU Zichun,Female,China,['Boxing']
CHANG Yuan,Female,China,['Boxing']
