name,gender,country,disciplines
LIEN Chen-Ling,Female,Chinese Taipei,['Judo']
YANG Yung Wei,Male,Chinese Taipei,['Judo']
LIN Chen-Hao,Female,Chinese Taipei,['Judo']
Rama ABO-ALRUB,Female,Jordan,['Taekwondo']
Sydney FRANCISCO,Female,Palau,['Athletics']
Moath ALKHAWALDEH,Male,Jordan,['Athletics']
Ahmad ABU AL SOUD,Male,Jordan,['Artistic Gymnastics']
Noel HENDRICK,Male,Ireland,['Canoe Slalom']
Davlat BOBONOV,Male,Uzbekistan,['Judo']
Muzaffarbek TUROBOYEV,Male,Uzbekistan,['Judo']
Amro AL-WIR,Male,Jordan,['Swimming']
Karin BELBEISI,Female,Jordan,['Swimming']
Julian HOERL,Male,Austria,['Beach Volleyball']
Alexander HORST,Male,Austria,['Beach Volleyball']
Muhammed OZBEK,Male,Türkiye,['Weightlifting']
Burak ABAY,Male,Türkiye,['Cycling Road']
Elis OZBAY,Female,Türkiye,['Rowing']
Alperen ACET,Male,Türkiye,['Athletics']
Ayse TEKDAL,Female,Türkiye,['Athletics']
Berke AKCAM,Male,Türkiye,['Athletics']
Buse SAVASKAN,Female,Türkiye,['Athletics']
Eda TUGSUZ,Female,Türkiye,['Athletics']
Emel DERELI,Female,Türkiye,['Athletics']
Felix GROSSSCHARTNER,Male,Austria,['Cycling Road']
Marco HALLER,Male,Austria,['Cycling Road']
Raphael KOKAS,Male,Austria,['Cycling Track']
Maximilian SCHMIDBAUER,Male,Austria,['Cycling Track']
Tim WAFLER,Male,Austria,['Cycling Track']
Maximilian FOIDL,Male,Austria,['Cycling Mountain Bike']
Mona MITTERWALLNER,Female,Austria,['Cycling Mountain Bike']
Laura STIGGER,Female,Austria,['Cycling Mountain Bike']
Anna KIESENHOFER,Female,Austria,['Cycling Road']
Christina SCHWEINBERGER,Female,Austria,['Cycling Road']
Ersu SASMA,Male,Türkiye,['Athletics']
Gabrijel VEOCIC,Male,Croatia,['Boxing']
Kaan Kigen OZBILEN,Male,Türkiye,['Athletics']
Kayhan OZER,Male,Türkiye,['Athletics']
Mazlum DEMIR,Male,Türkiye,['Athletics']
Meryem BEKMEZ,Female,Türkiye,['Athletics']
Necati ER,Male,Türkiye,['Athletics']
Ozkan BALTACI,Male,Türkiye,['Athletics']
Charlize MOERZ,Female,Austria,['Artistic Gymnastics']
Benny WIZANI,Male,Austria,['Trampoline Gymnastics']
Wachid BORCHASHVILI,Male,Austria,['Judo']
Aaron FARA,Male,Austria,['Judo']
Samuel GASSNER,Male,Austria,['Judo']
Lubjana PIOVESANA,Female,Austria,['Judo']
Michaela POLLERES,Female,Austria,['Judo']
Katharina TANZER,Female,Austria,['Judo']
Daniel HABESOHN,Male,Austria,['Table Tennis']
Sofia POLCANOVA,Female,Austria,['Table Tennis']
Lorena ABICHT,Female,Austria,['Sailing']
Benjamin BILDSTEIN,Male,Austria,['Sailing']
Valentin BONTUS,Male,Austria,['Sailing']
Tanja FRANK,Female,Austria,['Sailing']
Lukas HABERL,Male,Austria,['Sailing']
David HUSSL,Male,Austria,['Sailing']
Alina KORNELLI,Female,Austria,['Sailing']
Lukas MAEHR,Male,Austria,['Sailing']
Lara VADLAU,Female,Austria,['Sailing']
Tajay GAYLE,Male,Jamaica,['Athletics']
Darian Toi CRUZ,Male,Puerto Rico,['Wrestling']
Juanma LOPEZ de JESUS,Male,Puerto Rico,['Boxing']
Regine TUGADE-WATSON,Female,Guam,['Athletics']
Joseph GREEN,Male,Guam,['Athletics']
Maria ESCANO,Female,Guam,['Judo']
Aaron CHIA,Male,Malaysia,['Badminton']
Yuri HOSEI,Female,Palau,['Swimming']
Uzur DZHUZUPBEKOV,Male,Kyrgyzstan,['Wrestling']
Amantur ISMAILOV,Male,Kyrgyzstan,['Wrestling']
Tang Jie CHEN,Male,Malaysia,['Badminton']
Jin Wei GOH,Female,Malaysia,['Badminton']
Zii Jia LEE,Male,Malaysia,['Badminton']
Ilke OZYUKSEL,Female,Türkiye,['Modern Pentathlon']
Akzhol MAKHMUDOV,Male,Kyrgyzstan,['Wrestling']
Bugra UNAL,Male,Türkiye,['Modern Pentathlon']
Zholaman SHARSHENBEKOV,Male,Kyrgyzstan,['Wrestling']
Abderrahman SAMBA,Male,Qatar,['Athletics']
Bassem HEMEIDA,Male,Qatar,['Athletics']
Mutaz Essa BARSHIM,Male,Qatar,['Athletics']
Ismail Doudai ABAKAR,Male,Qatar,['Athletics']
Abubaker Haydar ABDALLA,Male,Qatar,['Athletics']
Ammar Ismail YAHIA IBRAHIM,Male,Qatar,['Athletics']
Abubakar KHASLAKHANAU,Male,AIN,['Wrestling']
Hakan RECBER,Male,Türkiye,['Taekwondo']
Emre Kutalmis ATESLI,Male,Türkiye,['Taekwondo']
Merve DINCEL KAVURAT,Female,Türkiye,['Taekwondo']
Hatice Kubra ILGUN,Female,Türkiye,['Taekwondo']
Nafia KUS AYDIN,Female,Türkiye,['Taekwondo']
Stephen COX,Male,Zimbabwe,['Rowing']
Sardana TROFIMOVA,Female,Kyrgyzstan,['Athletics']
Giovanni CERNOGORAZ,Male,Croatia,['Shooting']
Zaid ABO YAMAN,Male,Jordan,['Table Tennis']
Salih KORKMAZ,Male,Türkiye,['Athletics']
Favoris MUZRAPOV,Male,Tajikistan,['Athletics']
Alisher YUSUPOV,Male,Uzbekistan,['Judo']
Khalimajon KURBONOVA,Female,Uzbekistan,['Judo']
Tugba DANISMAZ,Female,Türkiye,['Athletics']
Alisa GLINKA,Female,Republic of Moldova,['Equestrian']
Salam JIDDOU,Male,Mali,['Football']
Marin ROBU,Male,Republic of Moldova,['Weightlifting']
Yasmani COPELLO,Male,Türkiye,['Athletics']
Diyora KELDIYOROVA,Female,Uzbekistan,['Judo']
Romain IMADOUCHENE,Male,France,['Weightlifting']
Bernardin KINGUE MATAM,Male,France,['Weightlifting']
Marie FEGUE,Female,France,['Weightlifting']
Dora TCHAKOUNTE,Female,France,['Weightlifting']
Deniz CINAR,Male,Türkiye,['Sailing']
Ecem GUZEL,Female,Türkiye,['Sailing']
Yigit Yalcin CITAK,Male,Türkiye,['Sailing']
Merve VATAN,Female,Türkiye,['Sailing']
Derin ATAKAN,Female,Türkiye,['Sailing']
Alican KAYNAR,Male,Türkiye,['Sailing']
Beste KAYNAKCI,Female,Türkiye,['Sailing']
Ahmed DIOMANDE,Male,Mali,['Football']
Lara NALBANTOGLU,Female,Türkiye,['Sailing']
Johanne DEFAY,Female,France,['Surfing']
Vahine FIERRO,Female,France,['Surfing']
Kauli VAAST,Male,France,['Surfing']
Joan DURU,Male,France,['Surfing']
Boubacar TRAORE,Male,Mali,['Football']
Behruzi KHOJAZODA,Male,Tajikistan,['Judo']
Hansle PARCHMENT,Male,Jamaica,['Athletics']
Oblique SEVILLE,Male,Jamaica,['Athletics']
Temur RAKHIMOV,Male,Tajikistan,['Judo']
Rikkoi BRATHWAITE,Male,"Virgin Islands, B",['Athletics']
Kyron McMASTER,Male,"Virgin Islands, B",['Athletics']
Zouleiha Abzetta DABONNE,Female,Côte d'Ivoire,['Judo']
HONGTEN,Male,Korea,['Breaking']
Christianah Tolulope OGUNSANYA,Female,Nigeria,['Wrestling']
Blessing OBORUDUDU,Female,Nigeria,['Wrestling']
Hannah Amuchechi RUEBEN,Female,Nigeria,['Wrestling']
Odunayo Folasade ADEKUOROYE,Female,Nigeria,['Wrestling']
Esther Omolayo KOLAWOLE,Female,Nigeria,['Wrestling']
Ibadulla ADAM,Male,Maldives,['Athletics']
Ashton Adeyemi MUTUWA,Male,Nigeria,['Wrestling']
Busenaz SURMENELI,Female,Türkiye,['Boxing']
Ferhat ARICAN,Male,Türkiye,['Artistic Gymnastics']
Ibrahim COLAK,Male,Türkiye,['Artistic Gymnastics']
Ahmet ONDER,Male,Türkiye,['Artistic Gymnastics']
Adem ASIL,Male,Türkiye,['Artistic Gymnastics']
Thuy Linh NGUYEN,Female,Vietnam,['Badminton']
Emre DODANLI,Male,Türkiye,['Artistic Gymnastics']
Buse Naz CAKIROGLU,Female,Türkiye,['Boxing']
Hatice AKBAS,Female,Türkiye,['Boxing']
Gizem OZER,Female,Türkiye,['Boxing']
Shukurjon AMINOVA,Female,Uzbekistan,['Judo']
Samet GUMUS,Male,Türkiye,['Boxing']
Esra YILDIZ KAHRAMAN,Female,Türkiye,['Boxing']
Kaan AYKUTSUN,Male,Türkiye,['Boxing']
Gulnoza MATNIYAZOVA,Female,Uzbekistan,['Judo']
Iriskhon KURBANBAEVA,Female,Uzbekistan,['Judo']
Balazs ADOLF,Male,Hungary,['Canoe Sprint']
Meerim ZHUMANAZAROVA,Female,Kyrgyzstan,['Wrestling']
Thi My Tien VO,Female,Vietnam,['Swimming']
Thi Huong NGUYEN,Female,Vietnam,['Canoe Sprint']
Dejan LAZOVIC,Male,Montenegro,['Water Polo']
Dusan MATKOVIC,Male,Montenegro,['Water Polo']
Marko MRSIC,Male,Montenegro,['Water Polo']
Miroslav PERKOVIC,Male,Montenegro,['Water Polo']
Vlado POPADIC,Male,Montenegro,['Water Polo']
Noe PANSTKHAVA,Male,Georgia,['Swimming']
Vasilije RADOVIC,Male,Montenegro,['Water Polo']
Vladan SPAIC,Male,Montenegro,['Water Polo']
Tamara CSIPES,Female,Hungary,['Canoe Sprint']
Kolos Attila CSIZMADIA,Male,Hungary,['Canoe Sprint']
Thi Hue PHAM,Female,Vietnam,['Rowing']
Petar TESANOVIC,Male,Montenegro,['Water Polo']
Carlos LLAVADOR,Male,Spain,['Fencing']
Lucia MARTIN-PORTUGUES,Female,Spain,['Fencing']
Ana NIZHARADZE,Female,Georgia,['Swimming']
Jovan VUJOVIC,Male,Montenegro,['Water Polo']
Aljosa MACIC,Male,Montenegro,['Water Polo']
Duro RADOVIC,Male,Montenegro,['Water Polo']
Stefan VIDOVIC,Male,Montenegro,['Water Polo']
Lorenzo BENATI,Male,Italy,['Athletics']
Roberto RIGALI,Male,Italy,['Athletics']
Lorenzo Ndele SIMONELLI,Male,Italy,['Athletics']
Ottavia CESTONARO,Female,Italy,['Athletics']
Antonella PALMISANO,Female,Italy,['Athletics']
Massimo STANO,Male,Italy,['Athletics']
Valentina TRAPLETTI,Female,Italy,['Athletics']
Chiara MELON,Female,Italy,['Athletics']
Diego Aldo PETTOROSSI,Male,Italy,['Athletics']
Brahima DIARRA,Male,Mali,['Football']
Monica DORIA VILARRUBLA,Female,Andorra,['Canoe Slalom']
Bogdan DURDIC,Male,Montenegro,['Water Polo']
Timothe VERGIAT,Male,France,['3x3 Basketball']
Franck SEGUELA,Male,France,['3x3 Basketball']
Lucas DUSSOULIER,Male,France,['3x3 Basketball']
Jules RAMBAUT,Male,France,['3x3 Basketball']
Cheickna DOUMBIA,Male,Mali,['Football']
Julia SZEREMETA,Female,Poland,['Boxing']
Aneta RYGIELSKA,Female,Poland,['Boxing']
Coli SACO,Male,Mali,['Football']
Elzbieta WOJCIK,Female,Poland,['Boxing']
Antonino PIZZOLATO,Male,Italy,['Weightlifting']
Lucrezia MAGISTRIS,Female,Italy,['Weightlifting']
Sergio MASSIDDA,Male,Italy,['Weightlifting']
Daniel FEJES,Male,Hungary,['Canoe Sprint']
Sara FOJT,Female,Hungary,['Canoe Sprint']
Siuzanna VALODZKA,Female,AIN,['Weightlifting']
Alida Dora GAZSO,Female,Hungary,['Canoe Sprint']
Jonatan Daniel HAJDU,Male,Hungary,['Canoe Sprint']
Hana BURZALOVA,Female,Slovakia,['Athletics']
Dominik CERNY,Male,Slovakia,['Athletics']
Marius FIZEL,Male,Slovakia,['Judo']
Viktoria FORSTER,Female,Slovakia,['Athletics']
Gabriela GAJANOVA,Female,Slovakia,['Athletics']
Vanesa HOCKOVA,Female,Slovakia,['Shooting']
Patrik JANY,Male,Slovakia,['Shooting']
Nora JENCUSOVA,Female,Slovakia,['Cycling Road']
Maria KATERINKA CZAKOVA,Female,Slovakia,['Athletics']
Marian KOVACOCY,Male,Slovakia,['Shooting']
Lukas KUBIS,Male,Slovakia,['Cycling Road']
Michal MORVAY,Male,Slovakia,['Athletics']
Zuzana PANKOVA,Female,Slovakia,['Canoe Slalom']
Zuzana REHAK STEFECEKOVA,Female,Slovakia,['Shooting']
Triebelova JESSICA,Female,Slovakia,['Boxing']
Yang WANG,Male,Slovakia,['Table Tennis']
Katarina KRISTO,Female,Croatia,['Judo']
Marie BRANSER,Female,Guinea,['Judo']
Mariana ESTEVES,Female,Guinea,['Judo']
Agnes Anna KISS,Female,Hungary,['Canoe Sprint']
Jakob SODERQVIST,Male,Sweden,['Cycling Road']
Caroline ANDERSSON,Female,Sweden,['Cycling Road']
Demba DIALLO,Male,Mali,['Football']
Caisa-Marie LINDFORS,Female,Sweden,['Athletics']
Carolina WIKSTROM,Female,Sweden,['Athletics']
Armand DUPLANTIS,Male,Sweden,['Athletics']
Axelina JOHANSSON,Female,Sweden,['Athletics']
Carl BENGTSTROM,Male,Sweden,['Athletics']
Daniel STAHL,Male,Sweden,['Athletics']
Fanny ROOS,Female,Sweden,['Athletics']
Henrik LARSSON,Male,Sweden,['Athletics']
Andreas KRAMER,Male,Sweden,['Athletics']
Julia HENRIKSSON,Female,Sweden,['Athletics']
Andreas ALMGREN,Male,Sweden,['Athletics']
Maja ASKAG,Female,Sweden,['Athletics']
Fode DOUCOURE,Male,Mali,['Football']
Nora LINDAHL,Female,Sweden,['Athletics']
Oskar EDLUND,Male,Sweden,['Athletics']
Perseus KARLSTROM,Male,Sweden,['Athletics']
Ragnar CARLSSON,Male,Sweden,['Athletics']
Samuel PIHLSTROM,Male,Sweden,['Athletics']
Suldan HASSAN,Male,Sweden,['Athletics']
Thea LOFMAN,Female,Sweden,['Athletics']
Thobias MONTLER,Male,Sweden,['Athletics']
Vanessa KAMGA,Female,Sweden,['Athletics']
Erik ERLANDSSON,Male,Sweden,['Athletics']
Israel GUTIERREZ,Male,El Salvador,['Shooting']
Jair TJON EN FA,Male,Suriname,['Cycling Track']
Ayamey Damiana MEDINA ROCA,Female,Cuba,['Weightlifting']
KUO Hsing-Chun,Female,Chinese Taipei,['Weightlifting']
CHEN Wen-Huei,Female,Chinese Taipei,['Weightlifting']
Ching Hwee GAN,Female,Singapore,['Swimming']
FANG Wan-Ling,Female,Chinese Taipei,['Weightlifting']
Enver YILDIRIM,Male,Türkiye,['Fencing']
Nisanur ERBIL,Female,Türkiye,['Fencing']
Anuoluwapo Juwon OPEYORI,Male,Nigeria,['Badminton']
Yauheni TSIKHANTSOU,Male,AIN,['Weightlifting']
YANG Kun-Pi,Male,Chinese Taipei,['Shooting']
LIN Yi Chun,Female,Chinese Taipei,['Shooting']
LEE Meng Yuan,Male,Chinese Taipei,['Shooting']
TIEN Chia Chen,Female,Chinese Taipei,['Shooting']
LIU Heng Yu,Female,Chinese Taipei,['Shooting']
WU Chia Ying,Female,Chinese Taipei,['Shooting']
LIU Wan-Yu,Female,Chinese Taipei,['Shooting']
YU Ai Wen,Female,Chinese Taipei,['Shooting']
Damian DURKACZ,Male,Poland,['Boxing']
Pearly TAN,Female,Malaysia,['Badminton']
Salih YILDIZ,Male,Türkiye,['Judo']
Wooi Yik SOH,Male,Malaysia,['Badminton']
Muhammed DEMIREL,Male,Türkiye,['Judo']
Balint KOPASZ,Male,Hungary,['Canoe Sprint']
Vedat ALBAYRAK,Male,Türkiye,['Judo']
Lena STOJKOVIC,Female,Croatia,['Taekwondo']
Ivan SAPINA,Male,Croatia,['Taekwondo']
Mihael ZGANK,Male,Türkiye,['Judo']
Ibrahim TATAROGLU,Male,Türkiye,['Judo']
Tugce BEDER,Female,Türkiye,['Judo']
Istvan KULI,Male,Hungary,['Canoe Sprint']
Fidan OGEL,Female,Türkiye,['Judo']
Kayra OZDEMIR,Female,Türkiye,['Judo']
Nahuel CARABANA,Male,Andorra,['Athletics']
TAI Tzu Ying,Female,Chinese Taipei,['Badminton']
CHOU Tien Chen,Male,Chinese Taipei,['Badminton']
WANG Chi-Lin,Male,Chinese Taipei,['Badminton']
LEE Yang,Male,Chinese Taipei,['Badminton']
Dariya DERKACH,Female,Italy,['Athletics']
Yassin BOUIH,Male,Italy,['Athletics']
Federico RIVA,Male,Italy,['Athletics']
YE Hong Wei,Male,Chinese Taipei,['Badminton']
Riccardo ORSONI,Male,Italy,['Athletics']
Sibel ALTINKAYA,Female,Türkiye,['Table Tennis']
Evin DEMIRHAN YAVUZ,Female,Türkiye,['Wrestling']
Zeynep YETGIL,Female,Türkiye,['Wrestling']
Buse CAVUSOGLU TOSUN,Female,Türkiye,['Wrestling']
Nesrin BAS,Female,Türkiye,['Wrestling']
Yasemin ADAR YIGIT,Female,Türkiye,['Wrestling']
Bence NADAS,Male,Hungary,['Canoe Sprint']
Bianka NAGY,Female,Hungary,['Canoe Sprint']
Charles KAGIMU,Male,Uganda,['Cycling Road']
Ibrahim CIFTCI,Male,Türkiye,['Wrestling']
Taha AKGUL,Male,Türkiye,['Wrestling']
Hamidou DIALLO,Male,Mali,['Football']
Noemi PUPP,Female,Hungary,['Canoe Sprint']
Somon MAKHMADBEKOV,Male,Tajikistan,['Judo']
Kathleen NOBLE,Female,Uganda,['Rowing']
Mateusz BEREZNICKI,Male,Poland,['Boxing']
Ibrahima CISSE,Male,Mali,['Football']
Issouf SISSOKHO,Male,Mali,['Football']
Ruben QUERINJEAN,Male,Luxembourg,['Athletics']
Vera HOFFMANN,Female,Luxembourg,['Athletics']
Pit KLEIN,Male,Luxembourg,['Archery']
Ralph DALEIDEN CIUFERRI,Male,Luxembourg,['Swimming']
Luka MLADENOVIC,Male,Luxembourg,['Table Tennis']
Sarah de NUTTE,Female,Luxembourg,['Table Tennis']
Nicolas WAGNER EHLINGER,Male,Luxembourg,['Equestrian']
Xia Lian NI,Female,Luxembourg,['Table Tennis']
Kincso TAKACS,Female,Hungary,['Canoe Sprint']
Sandor TOTKA,Male,Hungary,['Canoe Sprint']
Adam VARGA,Male,Hungary,['Canoe Sprint']
Laetitia GUAPO,Female,France,['3x3 Basketball']
Hortense LIMOUZIN,Female,France,['3x3 Basketball']
Marie Eve PAGET,Female,France,['3x3 Basketball']
Myriam DJEKOUNDADE,Female,France,['3x3 Basketball']
Uriel Francisco CANJURA ARTIGA,Male,El Salvador,['Badminton']
Nixon HERNANDEZ,Male,El Salvador,['Swimming']
Celina MARQUEZ,Female,El Salvador,['Swimming']
Mauro IGLESIAS,Male,Argentina,['Skateboarding']
Bryan PEREZ,Male,El Salvador,['Surfing']
Elizabeth Oluchi ANYANACHO,Female,Nigeria,['Taekwondo']
Enrique Jose ARATHOON PACAS,Male,El Salvador,['Sailing']
Sharon FIRISUA,Female,Solomon Islands,['Athletics']
Thad LETTSOME,Male,"Virgin Islands, B",['Sailing']
Kevin Yuran de ARMAS RODRIGUEZ,Male,Cuba,['Wrestling']
Luis Alberto ORTA SANCHEZ,Male,Cuba,['Wrestling']
Yosvanys PENA FLORES,Male,Cuba,['Wrestling']
Gabriel Alejandro ROSILLO KINDELAN,Male,Cuba,['Wrestling']
Mijain LOPEZ NUNEZ,Male,Cuba,['Wrestling']
Vladyslav LAVSKYY,Male,Ukraine,['Athletics']
Lyudmila OLYANOVSKA,Female,Ukraine,['Athletics']
Olha KORSUN,Female,Ukraine,['Athletics']
Olena SOBCHUK,Female,Ukraine,['Athletics']
Tetyana MELNYK,Female,Ukraine,['Athletics']
Serhii SVITLYCHNYI,Male,Ukraine,['Athletics']
Maryna BEKH-ROMANCHUK,Female,Ukraine,['Athletics']
Yuliia LEVCHENKO,Female,Ukraine,['Athletics']
Anna RYZHYKOVA,Female,Ukraine,['Athletics']
Maryana SHOSTAK,Female,Ukraine,['Athletics']
Iryna KLYMETS,Female,Ukraine,['Athletics']
Roman KOKOSHKO,Male,Ukraine,['Athletics']
Artur FELFNER,Male,Ukraine,['Athletics']
Yaroslava MAHUCHIKH,Female,Ukraine,['Athletics']
Hanna SHEVCHUK,Female,Ukraine,['Athletics']
Oleksandr POHORILKO,Male,Ukraine,['Athletics']
Mykhaylo KOKHAN,Male,Ukraine,['Athletics']
Mariia SAKHARUK,Female,Ukraine,['Athletics']
Oleh DOROSHCHUK,Male,Ukraine,['Athletics']
Ivan BANZERUK,Male,Ukraine,['Athletics']
Ihor HLAVAN,Male,Ukraine,['Athletics']
Iryna GERASHCHENKO,Female,Ukraine,['Athletics']
Danylo DANYLENKO,Male,Ukraine,['Athletics']
Viktoriya TKACHUK,Female,Ukraine,['Athletics']
Andrii PROTSENKO,Male,Ukraine,['Athletics']
Alex MILLER,Male,Namibia,['Cycling Mountain Bike']
Yana BELOMOINA,Female,Ukraine,['Cycling Mountain Bike']
Oleksandr HUDYMA,Male,Ukraine,['Cycling Mountain Bike']
Yusneylis GUZMAN LOPEZ,Female,Cuba,['Wrestling']
Veronika MARCHENKO,Female,Ukraine,['Archery']
Mykhailo USACH,Male,Ukraine,['Archery']
Viktoriia US,Female,Ukraine,['Canoe Slalom']
Blessing Akwasi AFRIFAH,Male,Israel,['Athletics']
Girmaw AMARE,Male,Israel,['Athletics']
Haimro ALAME,Male,Israel,['Athletics']
Phurit YOHUANG,Male,Thailand,['Modern Pentathlon']
Marcus NYMAN,Male,Sweden,['Judo']
Tara BABULFATH,Female,Sweden,['Judo']
Yuliia BIRIUKOVA,Female,Ukraine,['Cycling Road']
Anatolii BUDIAK,Male,Ukraine,['Cycling Road']
Milaimy de la Carid. MARIN POTRILLE,Female,Cuba,['Wrestling']
Hugues Fabrice ZANGO,Male,Burkina Faso,['Athletics']
Awa BAMOGO,Female,Burkina Faso,['Cycling Road']
Vasyl MYKHAILOV,Male,Ukraine,['Wrestling']
Oleksandr KHOTSIANIVSKYI,Male,Ukraine,['Wrestling']
Murazi McHEDLIDZE,Male,Ukraine,['Wrestling']
Marthe KOALA,Female,Burkina Faso,['Athletics']
Alejandro Enrique VALDES TOBIER,Male,Cuba,['Wrestling']
Geandry GARZON CABALLERO,Male,Cuba,['Wrestling']
Marc Brian LOUIS,Male,Singapore,['Athletics']
LEE Chia Hsin,Female,Chinese Taipei,['Badminton']
Burhan AKBUDAK,Male,Türkiye,['Wrestling']
Ali CENGIZ,Male,Türkiye,['Wrestling']
Muhammet Hamza BAKIR,Male,Türkiye,['Wrestling']
Christopher ROUGIER-LAGANE,Male,Mauritius,['Cycling Road']
AN Byeong Hun,Male,Korea,['Golf']
KIM Hyo Joo,Female,Korea,['Golf']
KIM Tom,Male,Korea,['Golf']
KO Jin Young,Female,Korea,['Golf']
Vladislav URSU,Male,Republic of Moldova,['Table Tennis']
Enes BASAR,Male,Türkiye,['Wrestling']
Anastasia NICHITA,Female,Republic of Moldova,['Wrestling']
Irina RINGACI,Female,Republic of Moldova,['Wrestling']
Mariana DRAGUTAN,Female,Republic of Moldova,['Wrestling']
Isak OHRSTROM,Male,Sweden,['Canoe Slalom']
Levente Mark JOZSA,Male,Hungary,['Taekwondo']
Viviana MARTON,Female,Hungary,['Taekwondo']
Omar Gergely SALIM,Male,Hungary,['Taekwondo']
Denis PETRASHOV,Male,Kyrgyzstan,['Swimming']
Maru TEFERI,Male,Israel,['Athletics']
Sarah SCHOBER,Female,Austria,['Golf']
Emma SPITZ,Female,Austria,['Golf']
Darragh GREENE,Male,Ireland,['Swimming']
Paul O DONOVAN,Male,Ireland,['Rowing']
Shane SWEETNAM,Male,Ireland,['Equestrian']
Darragh KENNY,Male,Ireland,['Equestrian']
Timothy CROSS,Male,Ireland,['Hockey']
Lee COLE,Male,Ireland,['Hockey']
Nick PAGE,Male,Ireland,['Hockey']
Ziyad SALEEM,Male,Sudan,['Swimming']
Emilia NILSSON GARIP,Female,Sweden,['Diving']
Michelle COLEMAN,Female,Sweden,['Swimming']
Isak ELIASSON,Male,Sweden,['Swimming']
Elias PERSSON,Male,Sweden,['Swimming']
Robin HANSON,Male,Sweden,['Swimming']
Sophie HANSSON,Female,Sweden,['Swimming']
Louise HANSSON,Female,Sweden,['Swimming']
Victor JOHANSSON,Male,Sweden,"['Marathon Swimming', 'Swimming']"
Sara JUNEVIK,Female,Sweden,['Swimming']
Erik PERSSON,Male,Sweden,['Swimming']
Bjoern SEELIGER,Male,Sweden,['Swimming']
Sarah SJOESTROEM,Female,Sweden,['Swimming']
Sofia AASTEDT,Female,Sweden,['Swimming']
Hanna ROSVALL,Female,Sweden,['Swimming']
Rana SAADELDIN,Female,Sudan,['Swimming']
Hampus WINBERG,Male,Sweden,['Skateboarding']
Sepp STRAKA,Male,Austria,['Golf']
CAZAUTE,Female,France,['Volleyball']
BAUER,Female,France,['Volleyball']
SYLVES,Female,France,['Volleyball']
GELIN,Female,France,['Volleyball']
ROTAR,Female,France,['Volleyball']
GIARDINO,Female,France,['Volleyball']
OLINGA ANDELA,Female,France,['Volleyball']
RESPAUT,Female,France,['Volleyball']
STOJILJKOVIC,Female,France,['Volleyball']
BAH,Female,France,['Volleyball']
GICQUEL,Female,France,['Volleyball']
SCHALK,Female,France,['Volleyball']
NDIAYE,Female,France,['Volleyball']
Gashau AYALE,Male,Israel,['Athletics']
Paula GORYCKA,Female,Poland,['Cycling Mountain Bike']
Victoria LARSSON,Female,Sweden,['Shooting']
Rickard LEVIN-ANDERSSON,Male,Sweden,['Shooting']
Victor LINDGREN,Male,Sweden,['Shooting']
Marcus MADSEN,Male,Sweden,['Shooting']
Marcus SVENSSON,Male,Sweden,['Shooting']
Stefan NILSSON,Male,Sweden,['Shooting']
Stina LAWNER,Female,Sweden,['Shooting']
Stanislaw ANIOLKOWSKI,Male,Poland,['Cycling Road']
Krzysztof LUKASIK,Male,Poland,['Cycling Mountain Bike']
Katarzyna NIEWIADOMA,Female,Poland,['Cycling Road']
Agnieszka SKALNIAK-SOJKA,Female,Poland,['Cycling Road']
Marta LACH,Female,Poland,['Cycling Road']
Michal KWIATKOWSKI,Male,Poland,['Cycling Road']
Daria PIKULIK,Female,Poland,['Cycling Track']
Mateusz RUDYK,Male,Poland,['Cycling Track']
Urszula LOS,Female,Poland,['Cycling Track']
Kinga GACKA,Female,Poland,['Athletics']
Michal HARATYK,Male,Poland,['Athletics']
Marcin KAROLEWSKI,Male,Poland,['Athletics']
Kinga KROLIK,Female,Poland,['Athletics']
Cyprian MRZYGLOD,Male,Poland,['Athletics']
Marika POPOWICZ-DRAPALA,Female,Poland,['Athletics']
Mateusz RZEZNICZAK,Male,Poland,['Athletics']
Adrianna SULEK-SCHUBERT,Female,Poland,['Athletics']
Justyna SWIETY-ERSETIC,Female,Poland,['Athletics']
Ewa SWOBODA,Female,Poland,['Athletics']
Maksymilian SZWED,Male,Poland,['Athletics']
Jakub SZYMANSKI,Male,Poland,['Athletics']
Dawid TOMALA,Male,Poland,['Athletics']
Oliwer WDOWIK,Male,Poland,['Athletics']
Dawid WEGNER,Male,Poland,['Athletics']
Alicja WRONA-KUTRZEPA,Female,Poland,['Athletics']
Daria ZABAWSKA,Female,Poland,['Athletics']
Marlena KARWACKA,Female,Poland,['Cycling Track']
Paulina PETRI,Female,Poland,['Cycling Track']
Nikola SIBIAK,Female,Poland,['Cycling Track']
Alan BANASZEK,Male,Poland,['Cycling Track']
Patrycja LORKOWSKA,Female,Poland,['Cycling Track']
Wiktoria PIKULIK,Female,Poland,['Cycling Track']
Maria ANDREJCZYK,Female,Poland,['Athletics']
Maher BEN HLIMA,Male,Poland,['Athletics']
Igor BOGACZYNSKI,Male,Poland,['Athletics']
Mateusz BORKOWSKI,Male,Poland,['Athletics']
Konrad BUKOWIECKI,Male,Poland,['Athletics']
Olga CHOJECKA,Female,Poland,['Athletics']
Damian CZYKIER,Male,Poland,['Athletics']
Kajetan DUSZYNSKI,Male,Poland,['Athletics']
Agnieszka ELLWARD,Female,Poland,['Athletics']
Pawel FAJDEK,Male,Poland,['Athletics']
